State,Segment,Propulsion,Year,BESS_retire_vector,BESS_retire_total,Country,Scenario,Source,Type,BESS_stock_vector,BESS_stock_total,Vehicle
Massachusetts,NA,NA,2028,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2029,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2030,0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2031,0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2032,0|0|0|0|1|2|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2033,0|0|0|0|1|2|4|7|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2034,0|0|0|1|1|2|4|7|13|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,42,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2035,0|0|0|1|1|3|5|9|14|23|23|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,80,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2036,0|0|0|1|2|3|6|11|17|25|38|36|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,141,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2037,0|0|0|1|2|4|7|12|21|30|41|59|52|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,231,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2038,0|0|0|1|2|4|9|15|24|37|50|64|86|71|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,365,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2039,0|0|0|1|2|5|10|18|28|42|61|77|94|117|88|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,545,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2040,0|0|0|1|3|6|11|20|34|50|70|96|113|127|145|98|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0,776,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2041,0|0|0|1|3|6|13|23|38|60|83|110|140|153|157|162|99|1|1|0|0|0|0|0|0|0|0|0|0|0|0,1050,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2042,0|0|0|1|3|7|14|26|44|68|100|130|161|189|189|176|164|90|1|1|0|0|0|0|0|0|0|0|0|0|0,1364,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2043,0|0|0|1|3|7|15|29|49|78|113|157|190|217|234|212|178|149|75|1|1|0|0|0|0|0|0|0|0|0|0,1709,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2044,0|0|0|1|3|8|16|31|55|88|130|176|229|257|269|262|214|162|124|58|0|0|0|0|0|0|0|0|0|0|0,2083,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2045,0|0|0|1|4|8|17|33|59|98|147|204|258|309|318|301|265|195|134|95|42|0|0|0|0|0|0|0|0|0|0,2488,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2046,0|0|0|1|4|9|18|34|62|104|164|230|298|348|383|356|305|241|161|103|69|29|0|0|0|0|0|0|0|0|0,2919,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2047,0|0|1|1|4|9|19|36|66|111|174|256|335|402|431|429|360|278|200|124|75|48|19|0|0|0|0|0|0|0|0,3378,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2048,0|0|1|1|4|9|19|38|69|117|185|272|374|453|498|483|433|328|231|154|90|52|32|13|0|0|0|0|0|0|0,3856,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2049,0|0|1|1|4|9|19|39|73|124|195|289|397|505|561|558|488|395|272|177|112|63|35|21|8|0|0|0|0|0|0,4346,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Massachusetts,NA,NA,2050,0|0|1|1|4|9|19|39|74|131|207|305|422|537|626|629|564|444|328|209|129|78|42|23|14|5|0|0|0|0|0,4840,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2025,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2026,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2027,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2028,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2029,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2030,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2031,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2032,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2033,0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2034,0|0|0|0|0|1|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2035,0|0|0|0|0|1|1|2|4|5|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2036,0|0|0|0|0|1|2|3|5|7|8|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,32,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2037,0|0|0|0|1|1|2|4|6|8|12|12|8|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,55,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2038,0|0|0|0|1|1|2|4|7|10|14|18|18|11|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,87,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2039,0|0|0|0|1|1|3|5|7|12|17|22|27|24|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,134,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2040,0|0|0|0|1|2|3|5|9|13|20|27|32|36|29|15|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0,194,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2041,0|0|0|0|1|2|3|6|10|16|21|31|39|44|45|33|15|1|0|0|0|0|0|0|0|0|0|0|0|0|0,267,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2042,0|0|0|0|1|2|4|7|12|19|27|33|45|53|54|50|33|14|1|0|0|0|0|0|0|0|0|0|0|0|0,355,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2043,0|0|0|0|1|2|4|8|13|21|31|42|48|61|66|60|50|30|11|1|0|0|0|0|0|0|0|0|0|0|0,449,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2044,0|0|0|0|1|2|4|8|14|23|35|48|62|65|76|74|61|46|25|9|1|0|0|0|0|0|0|0|0|0|0,554,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2045,0|0|0|0|1|2|5|9|16|26|39|55|71|83|80|85|75|55|38|19|6|0|0|0|0|0|0|0|0|0|0,665,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2046,0|0|0|0|1|2|5|9|17|28|43|61|80|95|103|90|86|68|46|29|14|4|0|0|0|0|0|0|0|0|0,781,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2047,0|0|0|0|1|2|5|10|18|30|47|67|89|108|118|116|90|78|56|35|21|10|3|0|0|0|0|0|0|0|0,904,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2048,0|0|0|0|1|2|5|11|19|32|50|73|98|121|134|132|117|82|65|43|26|15|7|2|0|0|0|0|0|0|0,1035,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2049,0|0|0|0|1|2|5|11|21|34|53|78|106|133|149|150|134|106|68|50|31|18|10|4|1|0|0|0|0|0|0,1165,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2050,0|0|0|0|1|2|5|11|21|38|56|83|113|144|164|167|151|122|88|53|36|22|12|6|3|1|0|0|0|0|0,1299,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Michigan,NA,NA,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2025,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2026,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2027,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2028,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2029,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2030,0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2031,0|0|0|0|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2032,0|0|0|1|1|2|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2033,0|0|0|1|1|3|5|9|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,30,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2034,0|0|0|1|2|3|6|10|18|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,59,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2035,0|0|0|1|2|4|7|12|19|32|32|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,110,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2036,0|0|0|1|2|5|8|15|23|34|53|51|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,194,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2037,0|0|0|1|3|5|10|17|29|41|58|83|74|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,323,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2038,0|0|0|1|3|6|12|20|33|51|69|90|121|100|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,508,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2039,0|0|1|1|3|7|13|24|39|58|85|108|131|164|124|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,760,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2040,0|0|1|2|4|8|15|27|46|69|98|133|158|177|203|139|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0,1082,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2041,0|0|1|2|4|9|17|31|52|82|115|153|195|213|220|228|140|1|1|0|0|0|0|0|0|0|0|0|0|0|0,1464,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2042,0|0|1|2|4|9|19|35|60|92|138|179|223|263|264|246|230|128|1|1|0|0|0|0|0|0|0|0|0|0|0,1895,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2043,0|0|1|2|4|10|20|39|67|106|154|215|262|301|325|296|249|209|106|1|1|0|0|0|0|0|0|0|0|0|0,2368,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2044,0|0|1|2|5|10|21|41|74|119|177|241|314|354|372|365|298|227|173|82|1|0|0|0|0|0|0|0|0|0|0,2877,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2045,0|0|1|2|5|11|22|43|78|132|198|277|352|425|438|418|368|272|188|133|59|0|0|0|0|0|0|0|0|0|0,3422,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2046,0|0|1|2|5|11|23|46|83|140|220|310|404|475|526|491|422|336|226|145|97|41|0|0|0|0|0|0|0|0|0,4004,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2047,0|0|1|2|5|11|25|48|87|147|233|345|453|546|589|589|496|384|279|173|105|67|28|0|0|0|0|0|0|0|0,4613,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2048,0|0|1|2|5|11|25|50|91|155|246|364|503|612|676|660|595|452|319|214|126|73|45|18|0|0|0|0|0|0|0,5243,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2049,0|0|1|2|5|11|25|51|96|163|259|384|532|680|757|758|666|542|375|245|155|87|49|30|12|0|0|0|0|0|0,5885,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Michigan,NA,NA,2050,0|0|1|2|5|11|25|51|97|171|272|404|561|719|841|849|765|607|450|288|178|108|59|32|19|8|0|0|0|0|0,6523,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2025,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2026,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2027,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2028,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2029,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2030,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2031,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2032,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2033,0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,3,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2034,0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2035,0|0|0|0|0|0|1|1|2|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2036,0|0|0|0|0|0|1|2|3|4|4|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2037,0|0|0|0|0|1|1|2|3|5|7|7|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,32,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2038,0|0|0|0|0|1|1|2|4|6|8|11|10|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,50,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2039,0|0|0|0|0|1|2|3|4|7|10|13|15|13|8|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,77,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2040,0|0|0|0|0|1|2|3|5|7|12|16|19|21|17|9|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,113,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2041,0|0|0|0|0|1|2|4|6|10|12|18|23|25|26|18|9|1|0|0|0|0|0|0|0|0|0|0|0|0|0,155,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2042,0|0|0|0|1|1|2|4|7|11|16|19|27|31|31|29|19|8|1|0|0|0|0|0|0|0|0|0|0|0|0,207,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2043,0|0|0|0|1|1|2|5|8|13|18|25|28|36|38|35|29|17|7|1|0|0|0|0|0|0|0|0|0|0|0,264,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2044,0|0|0|0|1|1|3|5|9|14|21|29|36|38|45|43|35|26|14|5|0|0|0|0|0|0|0|0|0|0|0,325,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2045,0|0|0|0|1|1|3|5|9|16|24|33|42|49|47|50|43|32|22|11|4|0|0|0|0|0|0|0|0|0|0,392,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2046,0|0|0|0|1|2|3|6|10|17|26|37|48|57|61|53|51|39|27|17|8|3|0|0|0|0|0|0|0|0|0,466,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2047,0|0|0|0|1|2|3|6|11|18|28|41|54|65|70|68|53|46|33|21|12|5|2|0|0|0|0|0|0|0|0,539,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2048,0|0|0|0|1|2|3|7|12|19|30|44|59|73|80|78|69|48|38|25|15|8|4|1|0|0|0|0|0|0|0,616,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2049,0|0|0|0|1|2|3|7|13|21|33|47|65|80|90|90|79|63|40|29|18|10|6|2|1|0|0|0|0|0|0,700,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2050,0|0|0|0|1|2|3|7|13|24|35|51|69|87|100|101|90|72|52|31|21|13|7|4|2|0|0|0|0|0|0,785,United States,ACCII,HDV,Retire,NA,NA,Heavy trucks
Minnesota,NA,NA,2022,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2023,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2024,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2025,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2026,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2027,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2028,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2029,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2030,0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2031,0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2032,0|0|0|0|1|1|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2033,0|0|0|0|1|2|3|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2034,0|0|0|0|1|2|3|6|10|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,33,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2035,0|0|0|1|1|2|4|7|11|18|19|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,64,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2036,0|0|0|1|1|3|5|9|13|20|31|29|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,114,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2037,0|0|0|1|2|3|6|10|17|24|33|48|43|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,189,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2038,0|0|0|1|2|4|7|12|19|30|40|52|70|57|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,296,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
Minnesota,NA,NA,2039,0|0|0|1|2|4|8|14|23|34|50|63|76|95|71|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,443,United States,ACCII,HDV,Retire,NA,NA,Medium trucks
