Sale Year,Battery kWh,Cathode Mix,Propulsion,Global Segment,Total Sales,Total Mwh
2014,102,NMC (unspecified),BEV,SUV,0,0
2015,102,NMC (unspecified),BEV,SUV,0,0
2016,102,NMC (unspecified),BEV,SUV,0,0
2017,102,NMC (unspecified),BEV,SUV,0,0
2018,102,NMC (unspecified),BEV,SUV,0,0
2019,102,NMC (unspecified),BEV,SUV,0,0
2020,102,NMC (unspecified),BEV,SUV,0,0
2021,102,NMC (unspecified),BEV,SUV,0,0
2022,102,NMC (unspecified),BEV,SUV,0,0
2023,102,NMC (unspecified),BEV,SUV,0,0
2024,102,NMC (unspecified),BEV,SUV,7391,753.882
2025,102,NMC (unspecified),BEV,SUV,1384,141.168
2014,15.5,NMC (unspecified),PHEV,SUV,0,0
2015,15.5,NMC (unspecified),PHEV,SUV,0,0
2016,15.5,NMC (unspecified),PHEV,SUV,0,0
2017,15.5,NMC (unspecified),PHEV,SUV,0,0
2018,15.5,NMC (unspecified),PHEV,SUV,0,0
2019,15.5,NMC (unspecified),PHEV,SUV,0,0
2020,15.5,NMC (unspecified),PHEV,SUV,0,0
2021,15.5,NMC (unspecified),PHEV,SUV,0,0
2022,15.5,NMC (unspecified),PHEV,SUV,0,0
2023,15.5,NMC (unspecified),PHEV,SUV,2096,32.488
2024,15.5,NMC (unspecified),PHEV,SUV,3383,52.4365
2025,15.5,NMC (unspecified),PHEV,SUV,176,2.728
2014,8.8,NMC 111,PHEV,Car,0,0
2015,8.8,NMC 111,PHEV,Car,49,0.43120000000000003
2016,8.8,NMC 111,PHEV,Car,4285,37.708
2017,8.8,NMC 111,PHEV,Car,2877,25.3176
2018,8.8,NMC 111,PHEV,Car,2391,21.040799999999997
2019,8.8,NMC 111,PHEV,Car,40,0.352
2020,8.8,NMC 111,PHEV,Car,0,0
2021,8.8,NMC 111,PHEV,Car,0,0
2022,8.8,NMC 111,PHEV,Car,0,0
2023,8.8,NMC 111,PHEV,Car,0,0
2024,8.8,NMC 111,PHEV,Car,0,0
2025,8.8,NMC 111,PHEV,Car,0,0
2014,14.1,NMC 622,PHEV,Car,0,0
2015,14.1,NMC 622,PHEV,Car,0,0
2016,14.1,NMC 622,PHEV,Car,0,0
2017,14.1,NMC 622,PHEV,Car,0,0
2018,14.1,NMC 622,PHEV,Car,0,0
2019,14.1,NMC 622,PHEV,Car,0,0
2020,14.1,NMC 622,PHEV,Car,19,0.26789999999999997
2021,14.1,NMC 622,PHEV,Car,556,7.8396
2022,14.1,NMC 622,PHEV,Car,0,0
2023,14.1,NMC 622,PHEV,Car,0,0
2024,14.1,NMC 622,PHEV,Car,0,0
2025,14.1,NMC 622,PHEV,Car,0,0
2014,17.9,NMC (unspecified),PHEV,Car,0,0
2015,17.9,NMC (unspecified),PHEV,Car,0,0
2016,17.9,NMC (unspecified),PHEV,Car,0,0
2017,17.9,NMC (unspecified),PHEV,Car,0,0
2018,17.9,NMC (unspecified),PHEV,Car,0,0
2019,17.9,NMC (unspecified),PHEV,Car,0,0
2020,17.9,NMC (unspecified),PHEV,Car,0,0
2021,17.9,NMC (unspecified),PHEV,Car,32,0.5728
2022,17.9,NMC (unspecified),PHEV,Car,5,0.0895
2023,17.9,NMC (unspecified),PHEV,Car,1,0.0179
2024,17.9,NMC (unspecified),PHEV,Car,0,0
2025,17.9,NMC (unspecified),PHEV,Car,0,0
2014,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2015,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2016,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2017,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2018,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2019,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2020,"14,1 / 17,9",NMC (unspecified),PHEV,Car,113,1.5933
2021,"14,1 / 17,9",NMC (unspecified),PHEV,Car,56,0.7896
2022,"14,1 / 17,9",NMC (unspecified),PHEV,Car,1,0.0179
2023,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2024,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2025,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2014,93.4,NMC 622,BEV,Car,0,0
2015,93.4,NMC 622,BEV,Car,0,0
2016,93.4,NMC 622,BEV,Car,0,0
2017,93.4,NMC 622,BEV,Car,0,0
2018,93.4,NMC 622,BEV,Car,0,0
2019,93.4,NMC 622,BEV,Car,0,0
2020,93.4,NMC 622,BEV,Car,0,0
2021,93.4,NMC 622,BEV,Car,1226,114.5084
2022,93.4,NMC 622,BEV,Car,2275,212.48499999999999
2023,93.4,NMC 622,BEV,Car,3202,299.0668
2024,93.4,NMC 622,BEV,Car,2894,270.29959999999994
2025,93.4,NMC 622,BEV,Car,76,7.0984
2014,95,NMC 622,BEV,SUV,0,0
2015,95,NMC 622,BEV,SUV,0,0
2016,95,NMC 622,BEV,SUV,0,0
2017,95,NMC 622,BEV,SUV,0,0
2018,95,NMC 622,BEV,SUV,0,0
2019,95,NMC 622,BEV,SUV,5369,510.055
2020,95,NMC 622,BEV,SUV,7202,684.19
2021,95,NMC 622,BEV,SUV,555,52.724999999999994
2022,95,NMC 622,BEV,SUV,0,0
2023,95,NMC 622,BEV,SUV,0,0
2024,95,NMC 622,BEV,SUV,0,0
2025,95,NMC 622,BEV,SUV,0,0
2014,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2015,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2016,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2017,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2018,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2019,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2020,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2021,"71,5 / 95,0",NMC (unspecified),BEV,SUV,9007,644.0005
2022,"71,5 / 95,0",NMC (unspecified),BEV,SUV,10549,981.057
2023,"71,5 / 95,0",NMC (unspecified),BEV,SUV,150,13.950000000000001
2024,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2025,"71,5 / 95,0",NMC (unspecified),BEV,SUV,0,0
2014,55 / 63 / 82,NMC 721,BEV,SUV,0,0
2015,55 / 63 / 82,NMC 721,BEV,SUV,0,0
2016,55 / 63 / 82,NMC 721,BEV,SUV,0,0
2017,55 / 63 / 82,NMC 721,BEV,SUV,0,0
2018,55 / 63 / 82,NMC 721,BEV,SUV,0,0
2019,55 / 63 / 82,NMC 721,BEV,SUV,0,0
2020,55 / 63 / 82,NMC 721,BEV,SUV,0,0
2021,55 / 63 / 82,NMC 721,BEV,SUV,64,4.800000000000001
2022,55 / 63 / 82,NMC 721,BEV,SUV,3505,262.875
2023,55 / 63 / 82,NMC 721,BEV,SUV,10750,806.25
2024,55 / 63 / 82,NMC 721,BEV,SUV,11356,851.7
2025,55 / 63 / 82,NMC 721,BEV,SUV,591,44.325
2014,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2015,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2016,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2017,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2018,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2019,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2020,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,4072,57.41519999999999
2021,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,6185,87.2085
2022,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,3479,62.27409999999999
2023,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,4163,74.51769999999999
2024,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,11161,199.7819
2025,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,917,16.4143
2014,100,NMC (unspecified),BEV,SUV,0,0
2015,100,NMC (unspecified),BEV,SUV,0,0
2016,100,NMC (unspecified),BEV,SUV,0,0
2017,100,NMC (unspecified),BEV,SUV,0,0
2018,100,NMC (unspecified),BEV,SUV,0,0
2019,100,NMC (unspecified),BEV,SUV,0,0
2020,100,NMC (unspecified),BEV,SUV,0,0
2021,100,NMC (unspecified),BEV,SUV,0,0
2022,100,NMC (unspecified),BEV,SUV,0,0
2023,100,NMC (unspecified),BEV,SUV,0,0
2024,100,NMC (unspecified),BEV,SUV,96,9.6
2025,100,NMC (unspecified),BEV,SUV,132,13.2
2014,83 / 100,NMC (unspecified),BEV,SUV,0,0
2015,83 / 100,NMC (unspecified),BEV,SUV,0,0
2016,83 / 100,NMC (unspecified),BEV,SUV,0,0
2017,83 / 100,NMC (unspecified),BEV,SUV,0,0
2018,83 / 100,NMC (unspecified),BEV,SUV,0,0
2019,83 / 100,NMC (unspecified),BEV,SUV,0,0
2020,83 / 100,NMC (unspecified),BEV,SUV,0,0
2021,83 / 100,NMC (unspecified),BEV,SUV,0,0
2022,83 / 100,NMC (unspecified),BEV,SUV,0,0
2023,83 / 100,NMC (unspecified),BEV,SUV,0,0
2024,83 / 100,NMC (unspecified),BEV,SUV,870,79.605
2025,83 / 100,NMC (unspecified),BEV,SUV,632,57.828
2014,95 / 114,NMC (unspecified),BEV,SUV,0,0
2015,95 / 114,NMC (unspecified),BEV,SUV,0,0
2016,95 / 114,NMC (unspecified),BEV,SUV,0,0
2017,95 / 114,NMC (unspecified),BEV,SUV,0,0
2018,95 / 114,NMC (unspecified),BEV,SUV,0,0
2019,95 / 114,NMC (unspecified),BEV,SUV,0,0
2020,95 / 114,NMC (unspecified),BEV,SUV,0,0
2021,95 / 114,NMC (unspecified),BEV,SUV,0,0
2022,95 / 114,NMC (unspecified),BEV,SUV,0,0
2023,95 / 114,NMC (unspecified),BEV,SUV,11077,1163.085
2024,95 / 114,NMC (unspecified),BEV,SUV,7936,833.28
2025,95 / 114,NMC (unspecified),BEV,SUV,60,6.3
2014,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2015,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2016,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2017,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2018,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2019,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2020,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2021,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2022,17.3,NMC 111 + NCA,PHEV,SUV,8,0.1384
2023,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2024,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2025,17.3,NMC 111 + NCA,PHEV,SUV,0,0
2014,18,NMC (unspecified),PHEV,Car,0,0
2015,18,NMC (unspecified),PHEV,Car,0,0
2016,18,NMC (unspecified),PHEV,Car,0,0
2017,18,NMC (unspecified),PHEV,Car,0,0
2018,18,NMC (unspecified),PHEV,Car,0,0
2019,18,NMC (unspecified),PHEV,Car,0,0
2020,18,NMC (unspecified),PHEV,Car,0,0
2021,18,NMC (unspecified),PHEV,Car,0,0
2022,18,NMC (unspecified),PHEV,Car,0,0
2023,18,NMC (unspecified),PHEV,Car,0,0
2024,18,NMC (unspecified),PHEV,Car,0,0
2025,18,NMC (unspecified),PHEV,Car,0,0
2014,7.6,NMC 111,PHEV,Car,0,0
2015,7.6,NMC 111,PHEV,Car,0,0
2016,7.6,NMC 111,PHEV,Car,870,6.612
2017,7.6,NMC 111,PHEV,Car,4141,31.471600000000002
2018,7.6,NMC 111,PHEV,Car,2816,21.401600000000002
2019,7.6,NMC 111,PHEV,Car,317,2.4092000000000007
2020,7.6,NMC 111,PHEV,Car,0,0
2021,7.6,NMC 111,PHEV,Car,0,0
2022,7.6,NMC 111,PHEV,Car,0,0
2023,7.6,NMC 111,PHEV,Car,0,0
2024,7.6,NMC 111,PHEV,Car,0,0
2025,7.6,NMC 111,PHEV,Car,0,0
2014,12,NMC 532,PHEV,Car,0,0
2015,12,NMC 532,PHEV,Car,0,0
2016,12,NMC 532,PHEV,Car,0,0
2017,12,NMC 532,PHEV,Car,0,0
2018,12,NMC 532,PHEV,Car,0,0
2019,12,NMC 532,PHEV,Car,0,0
2020,12,NMC 532,PHEV,Car,272,3.2640000000000002
2021,12,NMC 532,PHEV,Car,4384,52.608000000000004
2022,12,NMC 532,PHEV,Car,6588,79.05600000000001
2023,12,NMC 532,PHEV,Car,4486,53.832
2024,12,NMC 532,PHEV,Car,1155,13.86
2025,12,NMC 532,PHEV,Car,0,0
2014,22.1,NMC (unspecified),PHEV,Car,0,0
2015,22.1,NMC (unspecified),PHEV,Car,0,0
2016,22.1,NMC (unspecified),PHEV,Car,0,0
2017,22.1,NMC (unspecified),PHEV,Car,0,0
2018,22.1,NMC (unspecified),PHEV,Car,0,0
2019,22.1,NMC (unspecified),PHEV,Car,0,0
2020,22.1,NMC (unspecified),PHEV,Car,0,0
2021,22.1,NMC (unspecified),PHEV,Car,0,0
2022,22.1,NMC (unspecified),PHEV,Car,0,0
2023,22.1,NMC (unspecified),PHEV,Car,0,0
2024,22.1,NMC (unspecified),PHEV,Car,1785,39.4485
2025,22.1,NMC (unspecified),PHEV,Car,201,4.4421
2014,"9,2 / 12,0",NMC 111,PHEV,Car,0,0
2015,"9,2 / 12,0",NMC 111,PHEV,Car,0,0
2016,"9,2 / 12,0",NMC 111,PHEV,Car,0,0
2017,"9,2 / 12,0",NMC 111,PHEV,Car,3772,34.7024
2018,"9,2 / 12,0",NMC 111,PHEV,Car,9721,89.43320000000001
2019,"9,2 / 12,0",NMC 111,PHEV,Car,6304,57.99680000000001
2020,"9,2 / 12,0",NMC 111,PHEV,Car,2237,26.844000000000005
2021,"9,2 / 12,0",NMC 111,PHEV,Car,2261,27.132
2022,"9,2 / 12,0",NMC 111,PHEV,Car,3562,42.744
2023,"9,2 / 12,0",NMC 111,PHEV,Car,3909,46.908
2024,"9,2 / 12,0",NMC 111,PHEV,Car,0,0
2025,"9,2 / 12,0",NMC 111,PHEV,Car,0,0
2014,22.1,NMC (unspecified),PHEV,Car,0,0
2015,22.1,NMC (unspecified),PHEV,Car,0,0
2016,22.1,NMC (unspecified),PHEV,Car,0,0
2017,22.1,NMC (unspecified),PHEV,Car,0,0
2018,22.1,NMC (unspecified),PHEV,Car,0,0
2019,22.1,NMC (unspecified),PHEV,Car,0,0
2020,22.1,NMC (unspecified),PHEV,Car,0,0
2021,22.1,NMC (unspecified),PHEV,Car,0,0
2022,22.1,NMC (unspecified),PHEV,Car,0,0
2023,22.1,NMC (unspecified),PHEV,Car,0,0
2024,22.1,NMC (unspecified),PHEV,Car,0,0
2025,22.1,NMC (unspecified),PHEV,Car,146,3.2266
2014,9.2,NMC (unspecified),PHEV,Car,0,0
2015,9.2,NMC (unspecified),PHEV,Car,0,0
2016,9.2,NMC (unspecified),PHEV,Car,23,0.2116
2017,9.2,NMC (unspecified),PHEV,Car,707,6.5044
2018,9.2,NMC (unspecified),PHEV,Car,305,2.806
2019,9.2,NMC (unspecified),PHEV,Car,66,0.6072000000000001
2020,9.2,NMC (unspecified),PHEV,Car,0,0
2021,9.2,NMC (unspecified),PHEV,Car,0,0
2022,9.2,NMC (unspecified),PHEV,Car,0,0
2023,9.2,NMC (unspecified),PHEV,Car,0,0
2024,9.2,NMC (unspecified),PHEV,Car,0,0
2025,9.2,NMC (unspecified),PHEV,Car,0,0
2014,12,NMC 111,PHEV,Car,0,0
2015,12,NMC 111,PHEV,Car,0,0
2016,12,NMC 111,PHEV,Car,0,0
2017,12,NMC 111,PHEV,Car,0,0
2018,12,NMC 111,PHEV,Car,0,0
2019,12,NMC 111,PHEV,Car,167,2.004
2020,12,NMC 111,PHEV,Car,338,4.056
2021,12,NMC 111,PHEV,Car,116,1.3920000000000001
2022,12,NMC 111,PHEV,Car,123,1.4760000000000002
2023,12,NMC 111,PHEV,Car,0,0
2024,12,NMC 111,PHEV,Car,0,0
2025,12,NMC 111,PHEV,Car,0,0
2014,22.1,NMC (unspecified),PHEV,Car,0,0
2015,22.1,NMC (unspecified),PHEV,Car,0,0
2016,22.1,NMC (unspecified),PHEV,Car,0,0
2017,22.1,NMC (unspecified),PHEV,Car,0,0
2018,22.1,NMC (unspecified),PHEV,Car,0,0
2019,22.1,NMC (unspecified),PHEV,Car,0,0
2020,22.1,NMC (unspecified),PHEV,Car,0,0
2021,22.1,NMC (unspecified),PHEV,Car,0,0
2022,22.1,NMC (unspecified),PHEV,Car,45,0.9944999999999999
2023,22.1,NMC (unspecified),PHEV,Car,124,2.7403999999999997
2024,22.1,NMC (unspecified),PHEV,Car,357,7.889700000000002
2025,22.1,NMC (unspecified),PHEV,Car,17,0.3757
2014,32,NMC (unspecified),BEV,Car,0,0
2015,32,NMC (unspecified),BEV,Car,0,0
2016,32,NMC (unspecified),BEV,Car,0,0
2017,32,NMC (unspecified),BEV,Car,0,0
2018,32,NMC (unspecified),BEV,Car,0,0
2019,32,NMC (unspecified),BEV,Car,0,0
2020,32,NMC (unspecified),BEV,Car,0,0
2021,32,NMC (unspecified),BEV,Car,0,0
2022,32,NMC (unspecified),BEV,Car,0,0
2023,32,NMC (unspecified),BEV,Car,0,0
2024,32,NMC (unspecified),BEV,Car,0,0
2025,32,NMC (unspecified),BEV,Car,0,0
2014,22 / 33 / 42,NMC (unspecified),BEV,SUV,6092,134.024
2015,22 / 33 / 42,NMC (unspecified),BEV,SUV,11024,242.52800000000002
2016,22 / 33 / 42,NMC (unspecified),BEV,SUV,7625,198.24999999999997
2017,22 / 33 / 42,NMC (unspecified),BEV,SUV,6276,188.28
2018,22 / 33 / 42,NMC (unspecified),BEV,SUV,6117,201.861
2019,22 / 33 / 42,NMC (unspecified),BEV,SUV,4854,203.868
2020,22 / 33 / 42,NMC (unspecified),BEV,SUV,1508,63.336
2021,22 / 33 / 42,NMC (unspecified),BEV,SUV,1476,61.992
2022,22 / 33 / 42,NMC (unspecified),BEV,SUV,9,0.378
2023,22 / 33 / 42,NMC (unspecified),BEV,SUV,0,0
2024,22 / 33 / 42,NMC (unspecified),BEV,SUV,0,0
2025,22 / 33 / 42,NMC (unspecified),BEV,SUV,0,0
2014,83.9,NMC (unspecified),BEV,Car,0,0
2015,83.9,NMC (unspecified),BEV,Car,0,0
2016,83.9,NMC (unspecified),BEV,Car,0,0
2017,83.9,NMC (unspecified),BEV,Car,0,0
2018,83.9,NMC (unspecified),BEV,Car,0,0
2019,83.9,NMC (unspecified),BEV,Car,0,0
2020,83.9,NMC (unspecified),BEV,Car,0,0
2021,83.9,NMC (unspecified),BEV,Car,0,0
2022,83.9,NMC (unspecified),BEV,Car,8463,710.0457
2023,83.9,NMC (unspecified),BEV,Car,20583,1726.9137
2024,83.9,NMC (unspecified),BEV,Car,16461,1381.0779
2025,83.9,NMC (unspecified),BEV,Car,1067,89.5213
2014,70.4,NMC (unspecified),BEV,Car,0,0
2015,70.4,NMC (unspecified),BEV,Car,0,0
2016,70.4,NMC (unspecified),BEV,Car,0,0
2017,70.4,NMC (unspecified),BEV,Car,0,0
2018,70.4,NMC (unspecified),BEV,Car,0,0
2019,70.4,NMC (unspecified),BEV,Car,0,0
2020,70.4,NMC (unspecified),BEV,Car,0,0
2021,70.4,NMC (unspecified),BEV,Car,0,0
2022,70.4,NMC (unspecified),BEV,Car,0,0
2023,70.4,NMC (unspecified),BEV,Car,2000,140.8
2024,70.4,NMC (unspecified),BEV,Car,7346,517.1584
2025,70.4,NMC (unspecified),BEV,Car,355,24.992
2014,83.9,NMC (unspecified),BEV,Car,0,0
2015,83.9,NMC (unspecified),BEV,Car,0,0
2016,83.9,NMC (unspecified),BEV,Car,0,0
2017,83.9,NMC (unspecified),BEV,Car,0,0
2018,83.9,NMC (unspecified),BEV,Car,0,0
2019,83.9,NMC (unspecified),BEV,Car,0,0
2020,83.9,NMC (unspecified),BEV,Car,0,0
2021,83.9,NMC (unspecified),BEV,Car,0,0
2022,83.9,NMC (unspecified),BEV,Car,0,0
2023,83.9,NMC (unspecified),BEV,Car,2133,178.95870000000002
2024,83.9,NMC (unspecified),BEV,Car,9280,778.5920000000001
2025,83.9,NMC (unspecified),BEV,Car,535,44.8865
2014,105.6,NMC (unspecified),BEV,Car,0,0
2015,105.6,NMC (unspecified),BEV,Car,0,0
2016,105.6,NMC (unspecified),BEV,Car,0,0
2017,105.6,NMC (unspecified),BEV,Car,0,0
2018,105.6,NMC (unspecified),BEV,Car,0,0
2019,105.6,NMC (unspecified),BEV,Car,0,0
2020,105.6,NMC (unspecified),BEV,Car,0,0
2021,105.6,NMC (unspecified),BEV,Car,0,0
2022,105.6,NMC (unspecified),BEV,Car,284,29.9904
2023,105.6,NMC (unspecified),BEV,Car,3400,359.0400000000001
2024,105.6,NMC (unspecified),BEV,Car,3566,376.5696
2025,105.6,NMC (unspecified),BEV,Car,285,30.096
2014,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,555,3.9404999999999997
2015,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,2265,16.0815
2016,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,1594,11.317400000000001
2017,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,488,3.4648
2018,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,772,5.4812
2019,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,1102,12.893399999999998
2020,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,190,2.2230000000000003
2021,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,18,0.21059999999999998
2022,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,5,0.0585
2023,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,0,0
2024,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,0,0
2025,"7,1 / 11,7",NMC (unspecified),PHEV,SUV,0,0
2014,111.5,NMC (unspecified),BEV,SUV,0,0
2015,111.5,NMC (unspecified),BEV,SUV,0,0
2016,111.5,NMC (unspecified),BEV,SUV,0,0
2017,111.5,NMC (unspecified),BEV,SUV,0,0
2018,111.5,NMC (unspecified),BEV,SUV,0,0
2019,111.5,NMC (unspecified),BEV,SUV,0,0
2020,111.5,NMC (unspecified),BEV,SUV,0,0
2021,111.5,NMC (unspecified),BEV,SUV,0,0
2022,111.5,NMC (unspecified),BEV,SUV,2790,311.085
2023,111.5,NMC (unspecified),BEV,SUV,12804,1427.646
2024,111.5,NMC (unspecified),BEV,SUV,11443,1275.8944999999999
2025,111.5,NMC (unspecified),BEV,SUV,665,74.1475
2014,76.6,NMC (unspecified),BEV,SUV,0,0
2015,76.6,NMC (unspecified),BEV,SUV,0,0
2016,76.6,NMC (unspecified),BEV,SUV,0,0
2017,76.6,NMC (unspecified),BEV,SUV,0,0
2018,76.6,NMC (unspecified),BEV,SUV,0,0
2019,76.6,NMC (unspecified),BEV,SUV,0,0
2020,76.6,NMC (unspecified),BEV,SUV,0,0
2021,76.6,NMC (unspecified),BEV,SUV,0,0
2022,76.6,NMC (unspecified),BEV,SUV,2875,220.22500000000002
2023,76.6,NMC (unspecified),BEV,SUV,4497,344.47020000000003
2024,76.6,NMC (unspecified),BEV,SUV,4148,317.7368
2025,76.6,NMC (unspecified),BEV,SUV,221,16.9286
2014,80.3,NMC (unspecified),BEV,SUV,0,0
2015,80.3,NMC (unspecified),BEV,SUV,0,0
2016,80.3,NMC (unspecified),BEV,SUV,0,0
2017,80.3,NMC (unspecified),BEV,SUV,0,0
2018,80.3,NMC (unspecified),BEV,SUV,0,0
2019,80.3,NMC (unspecified),BEV,SUV,0,0
2020,80.3,NMC (unspecified),BEV,SUV,0,0
2021,80.3,NMC (unspecified),BEV,SUV,0,0
2022,80.3,NMC (unspecified),BEV,SUV,0,0
2023,80.3,NMC (unspecified),BEV,SUV,0,0
2024,80.3,NMC (unspecified),BEV,SUV,1,0.0803
2025,80.3,NMC (unspecified),BEV,SUV,0,0
2014,12,NMC (unspecified),PHEV,SUV,0,0
2015,12,NMC (unspecified),PHEV,SUV,0,0
2016,12,NMC (unspecified),PHEV,SUV,0,0
2017,12,NMC (unspecified),PHEV,SUV,0,0
2018,12,NMC (unspecified),PHEV,SUV,0,0
2019,12,NMC (unspecified),PHEV,SUV,0,0
2020,12,NMC (unspecified),PHEV,SUV,2428,29.136000000000003
2021,12,NMC (unspecified),PHEV,SUV,6617,79.404
2022,12,NMC (unspecified),PHEV,SUV,550,6.6000000000000005
2023,12,NMC (unspecified),PHEV,SUV,0,0
2024,12,NMC (unspecified),PHEV,SUV,0,0
2025,12,NMC (unspecified),PHEV,SUV,0,0
2014,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,0,0
2015,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,909,8.3628
2016,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,5995,55.153999999999996
2017,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,5349,49.2108
2018,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,3671,33.7732
2019,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,31,0.2852
2020,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,0,0
2021,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,0,0
2022,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,0,0
2023,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,0,0
2024,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,0,0
2025,9.2,70 % NMC 111 + 30 % NMC 622,PHEV,SUV,0,0
2014,23.8,NMC 111,PHEV,SUV,0,0
2015,23.8,NMC 111,PHEV,SUV,0,0
2016,23.8,NMC 111,PHEV,SUV,0,0
2017,23.8,NMC 111,PHEV,SUV,0,0
2018,23.8,NMC 111,PHEV,SUV,0,0
2019,23.8,NMC 111,PHEV,SUV,0,0
2020,23.8,NMC 111,PHEV,SUV,315,7.497
2021,23.8,NMC 111,PHEV,SUV,9221,219.4598
2022,23.8,NMC 111,PHEV,SUV,19203,457.03139999999996
2023,23.8,NMC 111,PHEV,SUV,7661,182.3318
2024,23.8,NMC 111,PHEV,SUV,0,0
2025,23.8,NMC 111,PHEV,SUV,0,0
2014,29.5,NMC (unspecified),PHEV,SUV,0,0
2015,29.5,NMC (unspecified),PHEV,SUV,0,0
2016,29.5,NMC (unspecified),PHEV,SUV,0,0
2017,29.5,NMC (unspecified),PHEV,SUV,0,0
2018,29.5,NMC (unspecified),PHEV,SUV,0,0
2019,29.5,NMC (unspecified),PHEV,SUV,0,0
2020,29.5,NMC (unspecified),PHEV,SUV,0,0
2021,29.5,NMC (unspecified),PHEV,SUV,0,0
2022,29.5,NMC (unspecified),PHEV,SUV,0,0
